-42.2075	-13.99306
-38.9683	-3.60722
-40.455	-3.54167
-40.8894	-3.92333
-43.56139	-9.14167
-38.71667	-3.83333
-43.485	-9.22139
-41.37167	-3.55944
-40.865	-4.04861
-41.0922	-3.56222
-40.94556	-3.83611
-40.9917	-3.73222
-40.89806	-3.83806
-39.045	-4.41833
-38.9233	-4.225
-38.96667	-4.23611
-38.91956	-4.29842
-42.54639	-14.33861
-38.8847	-4.32861
-41.88333	-13.3
-41.99722	-12.18306
-38.9456	-7.31333
-37.03333	-9.9925
-43.71667	-12.04528
-39.38333	-12.96667
-34.81806	-7.60472
-44.95	-11.96667
-36.77889	-10.175
-36.4928	-8.89028
-41.37667	-12.56333
-41.92	-13.53
-42.50639	-14.09083
-41.36666	-12.5
-41.36917	-12.63556
-39.0075	-11.6642
-42.21306	-13.28694
-40.76667	-11.8
-39.44639	-12.96083
-40.8394	-14.8661
-39.71611	-13.59278
-40.0461	-7.2125
-36.80083	-10.34694
-39.3042	-7.31111
-44.0511	-12.9833
-39.0344	-14.79718
-40.31583	-10.52306
-41.89167	-13.38611
-39.6806	-7.09167
-34.8256	-7.74778
-39.1	-13.95
-39.23726	-17.38054
-40.35639	-10.72806
-41.33333	-12.7
-42.78972	-13.08611
-40.25139	-10.40056
-39.01472	-14.97528
-41.9	-13.23333
-40.20606	-10.37333
-36.78694	-9.01
-41.78333	-13.6
-39.53333	-12.75
-39.33333	-17.18333
-41.83333	-13.23333
-39.3153	-7.21306
-35.0025	-7.56056
-40.54639	-11.93972
-41.86666	-13.48333
-38.9775	-14.08
-40.85139	-11.46306
-40.23783	-10.23969
-41.85	-13.33
-39.96667	-16.61667
-40.87027	-11.66194
-39.43	-17.22
-39.13889	-7.416
-41.83	-13.58
-34.87481	-7.8323
-39.08833	-14.98194
-39.1956	-17.5194
-39.2803	-14.7856
-39.01917	-15.07639
-38.2025	-12.2111
-36.10639	-9.02694
-39.5311	-17.0392
-39.11667	-14.68333
-40.43889	-10.56889
-36.65194	-9.28306
-39.7	-13.92
-39.11667	-13.81667
-39.40917	-7.23444
-39.06666	-15.1
-41.75	-13.28333
-36.51083	-9.10758
-41.31667	-12.83333
-35.2628	-5.91556
-38.10139	-12.39833
-39.20778	-13.90528
-39.03278	-15.1925
-41.75	-12.35
-39.03416	-14.20194
-36.72229	-9.39765
-34.97101	-7.70573
-39.23333	-16.86667
-39	-14.25
-41.75	-13.23333
-35.1603	-6.19444
-40.37292	-10.65139
-39.28333	-7.38333
-41.76667	-12.13333
-40.38972	-11.08917
-36.67962	-9.41798
-41.93333	-12.9
-35.11278	-6.42444
-38.66667	-12.61667
-35.2917	-6.60333
-41.75833	-13.12611
-36.2961	-9.25528
-34.86944	-7.13444
-36.05	-8.36667
-37.96667	-12.16667
-39.08056	-13.66833
-39.05	-14.33333
-39.25	-16.5
-40.51139	-11.17611
-38.7	-12.53333
-40.07133	-13.87303
-39.028	-14.394
-39.46222	-13.91694
-40.53722	-12.24778
-39.0744	-14.4692
-39.83333	-7.25
-38.91972	-13.58861
-39.63714	-13.71706
-35.0639	-8.39889
-39.7439	-13.8564
-41.70556	-12.51278
-39.13333	-13.71667
-39.20389	-13.80778
-40.80917	-11.15417
-36.4711	-9.31889
-37.16972	-10.80639
-35.89968	-8.95564
-37.85361	-12.15194
-39.09611	-15.19
-35.87944	-9.22417
-41.61889	-13.01472
-35.1586	-8.66361
-36.6964	-8.35778
-39.1069	-13.5994
-35.97	-8.35
-39.08333	-14.41667
-40.53722	-12.41722
-39.03333	-13.48333
-39.0753	-15.2933
-35.2744	-7.40694
-39.09917	-14.26528
-40.76667	-15.38333
-41.5	-12.75
-36.41667	-9.25
-39.6325	-13.61889
-36.94	-10.59333
-38.6	-12.95
-37.07167	-10.91111
-39.05833	-13.56306
-40.44861	-10.90056
-39.05	-16
-41.41667	-13.03333
-35.14667	-8.55361
-38.0261	-12.5031
-37.05417	-10.78917
-39.18361	-16.39389
-40.4308	-13.4411
-39.33333	-14.13333
-39.20417	-13.71417
-36.3711	-8.14583
-35.875	-8.72278
-39.17417	-15.61583
-39.13333	-16.33333
-39.13333	-16.38333
-34.9786	-6.4936
-38.96667	-12.26667
-39.51667	-12.93333
-39.60194	-7.21639
-36.79944	-10.548
-37.51139	-11.51944
-38.31667	-12.88333
-41.0944	-12.0817
-34.98639	-8.31639
-40.51667	-11.33333
-35.88111	-7.23083
-35.9761	-8.28333
-38.25	-12.46667
-37.57976	-11.51214
-35.01111	-7.62861
-41.18	-12.34
-37.13422	-10.8386
-36.85583	-10.73778
-41.36667	-13
-41.49278	-12.64667
-39.47778	-7.23111
-37.4483	-11.3508
-39.54528	-7.29278
-39.62472	-18.04722
-35.14167	-6.06667
-39.09028	-13.32889
-37.19306	-10.49194
-35.2325	-7.09639
-39.7242	-7.51194
-39.87917	-18.06611
-39.2658	-17.7319
-35.2486	-6.6272
-39.46667	-12.85056
-35.5647	-8.20111
-34.93556	-6.68833
-40.12778	-14.40889
-36.04643	-8.98349
-35.12917	-6.60444
-41.57528	-12.54361
-38.96667	-12.43333
-41.45	-12.27
-38.9472	-15.675
-38.48333	-12.5
-41.015	-11.60306
-35.7969	-8.23333
-40.48917	-12.31917
-39.88056	-13.32889
-38.3	-12.48333
-36.38917	-8.20139
-39.3275	-14.27333
-38.35	-12.43333
-39.33333	-15.16667
-35.5026	-8.4312
-39.39722	-15.19806
-35.035	-8.28667
-40.1709	-14.40417
-39.4953	-15.1914
-39.06444	-16.45083
-38.8828	-15.8631
-36.5028	-9.74056
-41.65	-12.0625
-36.57611	-9.62361
-36.0442	-7.90306
-39.6	-13.01667
-35.4525	-8.38306
-38.37722	-12.54667
-39.65836	-14.18119
-35.98666	-9.16591
-37.20639	-11.01472
-34.8553	-8.00889
-36.4344	-10.4056
-41.52131	-12.55056
-37.43806	-11.26861
-40.2075	-14.3625
-37.5	-11.3
-38.0844	-11.9419
-41.25	-11.96667
-39.815	-13.3586
-41.21667	-13.43333
-37.6106	-11.8136
-39.65861	-13.16472
-35.18333	-8.725
-38.76028	-12.57056
-38.5	-12.88333
-37.69083	-12.05667
-39.535	-15.15833
-39.60333	-14.70583
-35.12583	-6.83889
-39.4794	-13.6869
-39.16667	-12.76667
-35.92167	-9.60944
-41.23056	-11.5975
-35.0864	-7.14
-39.2614	-12.9692
-39.4958	-15.4192
-41.4175	-12.45028
-37.0525	-10.50333
-38.8025	-12.54583
-36.4972	-9.645
-41.34611	-12.80639
-35.09917	-8.69639
-39.01666	-16.36666
-39.09197	-12.65731
-41.285	-12.321
-41.47611	-12.45611
-34.97806	-7.11417
-39.46667	-17.95
-41.19389	-11.43833
-36.43278	-9.88806
-39.15	-13.16667
-37.725	-12.04083
-37.62056	-11.14694
-41.28389	-12.24111
-37.4253	-10.685
-38.5	-12.96667
-41.28	-13.41
-39.53333	-15.95
-35.0806	-6.80306
-38.03333	-12.01667
-39.93556	-13.98611
-35.67861	-8.40139
-41.15115	-11.47333
-37.33351	-10.7
-40.71822	-15.07503
-37.31028	-10.99833
-39.01667	-16.26667
-35.02385	-7.79106
-41.15	-11.55
-39.96861	-13.95347
-38.09056	-12.03833
-35.10444	-8.75972
-38.785	-13.09611
-36.3528	-9.90528
-36.705	-8.18639
-36.40472	-9.6425
-35.74167	-6.55833
-36.42583	-9.80639
-35.1164	-7.40194
-34.97139	-7.03056
-41.32889	-12.09583
-34.88	-7.92
-36.0117	-8.82778
-34.9322	-7.125
-39.56472	-15.39306
-39.73333	-14.17667
-35.8536	-7.17083
-38.99833	-13.28556
-36.0936	-9.78111
-35.8417	-9.38333
-35.8533	-9.47833
-39.99944	-14.16556
-38.95	-12.61667
-35.9447	-8.45806
-39.5047	-13.2286
-35.1272	-6.7656
-35.5	-7.25
-35.2236	-8.35917
-36.00388	-9.65388
-36.14444	-9.69167
-35.7283	-8.4706
-37.32889	-11.07472
-37.475	-11.0319
-41.2825	-12.94889
-34.99444	-7.84083
-35.3183	-7.50528
-41.15	-13.22
-37.315	-10.75806
-40.12	-13.95
-35.9433	-9.30667
-36.05528	-9.27444
-36.3508	-9.78194
-38.30111	-12.67389
-35.73528	-9.66611
-35.80361	-9.66
-35.19806	-8.9925
-35.5517	-9.465
-35.69139	-6.96333
-38.91667	-12.76667
-35.76058	-8.83499
-36.29889	-10.21556
-36.27222	-9.9925
-35.73333	-9.55
-34.965	-8.07111
-35.5306	-8.7075
-38.42722	-12.92722
-35.81667	-8.81667
-34.9811	-8.02167
-35.895	-9.71028
-36.25194	-9.83222
-36.0319	-9.16278
-37.65	-10.91722
-35.05	-7.06389
-38.30361	-12.81361
-35.0147	-8.11278
-35.7667	-7.125
-35.70972	-7.04194
-40.5	-13.5
-35.5	-7.58333
-36.1756	-10.1256
-36.22389	-10.07167
-35.83333	-8.7
-35.2547	-7.85083
-35.02173	-7.93875
-35.9078	-9.84
-35.0183	-8.00222
-35.7808	-9.1975
-35.16667	-8.13333
-35.10306	-7.82472
-35.0922	-8.11861
-35.50222	-9.21444
-35.7933	-8.72667
-35.5917	-8.68333
-35.55	-7.64139
-35.46972	-7.61972
-35.56722	-9.1
-35.1797	-7.89667
