X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
367.0,367.0,train,6.541009607561425E-4,57.600826675332,0.8046695366476309
368.0,368.0,train,5.207529192525132E-4,42.52990666441484,0.7275060362759378
369.0,369.0,train,4.230189966251246E-4,32.95290413264603,0.6522012333943723
370.0,370.0,train,4.6884310459859816E-4,37.24615692334842,0.6898000142246739
371.0,371.0,train,0.0010591865889746563,89.12284808853484,0.9289534735316587
372.0,372.0,train,0.0010434096616799072,88.29464451780552,0.9260991402496026
373.0,373.0,train,0.001057812424326044,89.03234846207236,0.9287093077292328
374.0,374.0,train,7.868125698803642E-4,69.08500669677703,0.8597595984497162
375.0,375.0,train,8.159883561011582E-4,71.30573785059487,0.8696117785721086
376.0,376.0,train,6.885120336831532E-5,10.01147516081252,0.15793451490426424
377.0,377.0,train,8.23237811192896E-4,72.00173067525992,0.8719504943039273
378.0,378.0,train,5.797794926146378E-4,48.985080852099266,0.7648443465393953
379.0,379.0,train,5.930663918004254E-4,50.14725123502794,0.7725171418800676
380.0,380.0,train,6.591346532133983E-4,58.19593332957696,0.8071089677471597
381.0,381.0,train,7.08935121255637E-4,63.834302840020435,0.829660928017699
382.0,382.0,train,0.0011948155088014252,95.36539053033992,0.9493612673405487
383.0,383.0,train,6.502624284173855E-4,56.842556390817975,0.8027885925705756
384.0,384.0,train,0.0010364443824363984,87.80868886062645,0.9248027741336393
385.0,385.0,train,6.435946553894256E-4,55.834227196614826,0.799478114308794
386.0,386.0,train,9.446773460669164E-4,82.46075671597521,0.9054409322346251
387.0,387.0,train,9.717652678575717E-4,84.39324472841818,0.911624429390794
388.0,388.0,train,8.706016041041731E-4,76.56615999031868,0.8862314587934204
389.0,389.0,train,8.994245841375167E-4,78.89725345529764,0.8941307233959069
390.0,390.0,train,5.335153178208119E-4,44.0074790729914,0.7360517148181033
391.0,391.0,train,5.556329667296725E-4,46.19945207170046,0.7502318413622888
392.0,392.0,train,6.83366306395239E-4,60.632826381423314,0.8184325110766051
393.0,393.0,train,8.897321135481187E-4,78.32757519350936,0.8915375728422527
394.0,394.0,train,7.045257517257165E-4,62.803593828121336,0.8277753631469799
395.0,395.0,train,7.046320676053055E-4,62.81475616867475,0.8278210713122289
