X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
112.0,112.0,train,2.4374721468692757E-4,20.63646748713185,0.4558617730181119
113.0,113.0,train,9.121195144013289E-4,80.04257174031147,0.8974336126437298
114.0,114.0,train,6.493630260639974E-4,56.51294060979071,0.8023452578371413
115.0,115.0,train,7.955648020390246E-4,70.00452477519511,0.8627907921010264
116.0,116.0,train,0.0018650395783368742,99.99999877218045,0.9904989673910579
117.0,117.0,train,6.393423547541927E-4,55.23323303023419,0.7973379301791037
118.0,118.0,train,0.0011531113460112354,93.57493845603601,0.9438044522389386
119.0,119.0,train,1.1874985859456931E-4,13.292007239528136,0.25656732734793897
120.0,120.0,train,7.452562512243764E-4,66.43932335790467,0.8444278252963614
121.0,121.0,train,0.0011233413643217142,92.05455206633152,0.9394685650100243
122.0,122.0,train,0.001025953201323918,87.41375025903987,0.9228071243464503
123.0,123.0,train,3.8210026533194E-4,29.2509861630021,0.6147918306010779
124.0,124.0,train,9.735172564287131E-5,11.821870892777293,0.21577034982820364
125.0,125.0,train,4.692304922849899E-4,37.29343574994537,0.6900998860030048
126.0,126.0,train,5.398776756617202E-5,8.93880336130916,0.12609942448594846
127.0,127.0,train,0.001262837661698297,97.4615014072852,0.9572705188492951
128.0,128.0,train,5.965762320362091E-4,50.882684918256246,0.7745018314930062
129.0,129.0,train,1.0143912071073274E-4,12.172382044606808,0.22373256345760317
130.0,130.0,train,0.0012361267753602265,97.20335630067737,0.954323821909152
131.0,131.0,train,1.910215040021512E-4,18.005973446116208,0.3793042295396013
132.0,132.0,train,0.0012146686146497887,96.29415377849747,0.9518100518521756
133.0,133.0,train,4.617738287833909E-4,36.40761165967041,0.6842765328582072
134.0,134.0,train,0.001166554285513192,94.50632726251736,0.9456592073553279
135.0,135.0,train,4.1272937300706E-4,32.026783530617216,0.6431506638858855
136.0,136.0,train,5.723766921612845E-4,48.12122500880291,0.7604577365608561
137.0,137.0,train,9.018861842790405E-4,79.2206293011967,0.8947793751758242
138.0,138.0,train,0.0012145530580697174,96.10701207955061,0.9517961468263365
139.0,139.0,train,3.8526276997034105E-5,7.185095325653595,0.09170558419928809
140.0,140.0,train,4.2587924423435273E-4,33.14079620255612,0.654676032470759
141.0,141.0,train,4.893038178679923E-4,39.46201434090569,0.7052481180762609
142.0,142.0,train,9.259216564012304E-4,81.20260057625897,0.9009077608410481
143.0,143.0,train,8.348747027794865E-4,73.22005866725056,0.8756172277771685
144.0,144.0,train,5.984949131408004E-4,51.22065330671814,0.7755794475359674
145.0,145.0,train,9.332841520938697E-4,81.54258355974197,0.9027125950333992
146.0,146.0,train,0.0015652889319633305,99.47522871523918,0.979919011158437
147.0,147.0,train,0.001287828387939402,97.75688336145816,0.9598550778481246
148.0,148.0,train,4.947748095797113E-4,39.96373464600483,0.7092468103327008
149.0,149.0,train,9.072043715780987E-4,79.58725973080438,0.8961672250765533
150.0,150.0,train,2.639564027248493E-4,21.770672850594725,0.48263532229206063
151.0,151.0,train,0.0013282791713019782,98.31497126337462,0.9637113713691368
152.0,152.0,train,1.0552449244303172E-4,12.437016272469828,0.23161005588104477
153.0,153.0,train,9.780506223558197E-4,84.92376329733557,0.9130004246152525
154.0,154.0,train,5.455542577780111E-4,45.13993285934508,0.7438671766880058
155.0,155.0,train,5.247993017889587E-4,43.00064385482652,0.7302450232818751
156.0,156.0,train,0.0010505560017122113,88.53602481103881,0.9274059808391446
157.0,157.0,train,1.2314616536587472E-4,13.625421003934463,0.26468266148986075
158.0,158.0,train,0.001439972360323263,98.86571751304432,0.9725423337975103
159.0,159.0,train,0.0010382285237239468,87.98016458616073,0.9251369862394678
160.0,160.0,train,4.3957083388728867E-4,34.311856069989496,0.6662808142673979
161.0,161.0,train,4.559039435254302E-4,35.67302046683068,0.6796155159412416
162.0,162.0,train,8.225051929702767E-4,71.8291344114002,0.8717160655508523
163.0,163.0,train,5.987037054052185E-4,51.27675745405305,0.7756964033599589
164.0,164.0,train,8.780025109258196E-4,77.22135843042382,0.8883143135178199
165.0,165.0,train,5.71008692427657E-4,47.76476469938346,0.7596382005657246
166.0,166.0,train,3.930985458969566E-4,30.034980792339994,0.6252253137433896
167.0,167.0,train,9.697410968902809E-4,84.08345857022535,0.9111766797127513
168.0,168.0,train,0.001091095380206002,90.35140080218774,0.9343938253425101
169.0,169.0,train,0.001086170508349444,90.02305273459145,0.9335821723892198
170.0,170.0,train,4.435414100566921E-4,34.715726796399586,0.6695726782650357
171.0,171.0,train,5.386316050986903E-4,44.62758052776795,0.7394018395827684
172.0,172.0,train,3.433114484522218E-4,26.670747502727917,0.5756213644612105
173.0,173.0,train,5.667327979530624E-4,47.252435811418415,0.7570584920511185
174.0,174.0,train,0.0011672070003098211,94.72823186907024,0.9457476890889085
175.0,175.0,train,2.935139382482946E-4,23.69162404840284,0.5194395060252501
176.0,176.0,train,9.575427028209733E-4,83.31242414897605,0.908429938723126
177.0,177.0,train,3.68669161399593E-4,28.270710474090258,0.6016557104861009
178.0,178.0,train,4.761836397423502E-4,38.143129528751864,0.6954331987719322
179.0,179.0,train,6.390535419489909E-4,55.095192170907,0.797191744941887
180.0,180.0,train,0.0010355927157095026,87.7300306833318,0.9246427109995012
181.0,181.0,train,2.3339114082053823E-4,20.157659272702926,0.4416093423091819
182.0,182.0,train,3.9612847050094315E-4,30.282279509630833,0.6280496634626904
183.0,183.0,train,1.9671527096820803E-4,18.227563372005434,0.3880652222209128
184.0,184.0,train,5.892722100613425E-4,49.860844238208145,0.7703520146466215
185.0,185.0,train,6.135354269314848E-4,52.60014799267466,0.7838503851687882
186.0,186.0,train,0.001004565904518984,86.49617311397665,0.9185732530371273
187.0,187.0,train,2.4854420480404597E-4,20.951353939614066,0.4623397294444407
188.0,188.0,train,0.001218562654142822,96.59635726042785,0.9522762874331061
189.0,189.0,train,5.443537479494894E-4,45.024029006343774,0.7430983295954822
190.0,190.0,train,4.3021976384583117E-4,33.40524606704729,0.6583980242304035
191.0,191.0,train,9.116090500926326E-5,11.348405194988723,0.20355488177616143
192.0,192.0,train,0.0010005664083855663,86.12591308240417,0.9177561055057065
193.0,193.0,train,7.186860022283263E-4,64.67933020960022,0.83375768794333
194.0,194.0,train,0.0010180758139744785,87.25893897404282,0.9212739374907896
195.0,195.0,train,3.988903192336819E-4,30.481805104752603,0.6306055784500011
196.0,196.0,train,5.301167655911345E-4,43.53792704858272,0.7338025845897227
197.0,197.0,train,5.97814058418615E-4,51.03770221054795,0.7751976402038958
198.0,198.0,train,5.633551668730825E-4,47.010386354365956,0.7550011600286803
199.0,199.0,train,0.0012057972298727439,95.81056937906834,0.9507307962640353
200.0,200.0,train,3.2897041699722407E-4,25.421958488413015,0.5601513766280865
201.0,201.0,train,6.933779687417976E-4,61.338137200900945,0.8229146556949292
202.0,202.0,train,2.066897649144549E-4,18.67182059790636,0.4031159554270456
203.0,203.0,train,6.211645357944096E-5,9.502115543727104,0.14365604586733605
204.0,204.0,train,7.268654116495475E-4,65.39971313729139,0.8371181166145022
205.0,205.0,train,9.801231226517742E-4,85.05795474122593,0.9134494249270433
206.0,206.0,train,2.7649501377317046E-4,22.472959926537147,0.4985803123752529
207.0,207.0,train,7.165019403705163E-4,64.48268990124652,0.8328487188346881
208.0,208.0,train,7.196842819084392E-5,10.206705721844422,0.1644625596771777
209.0,209.0,train,1.533196693545373E-5,2.9535608967857896,0.03755521999646205
210.0,210.0,train,2.0974898599652363E-4,18.89640075982481,0.40765747688941967
211.0,211.0,train,8.242013672948952E-4,72.33150063147109,0.8722581681958592
212.0,212.0,train,5.246119374081414E-4,42.97763557639575,0.7301188067939862
213.0,213.0,train,2.759457287824237E-4,22.437282359449217,0.4978922070014661
214.0,214.0,train,0.0010626359217572661,89.35001397341344,0.9295626838831819
215.0,215.0,train,6.049018343874137E-4,51.67966750702519,0.7791406871780074
216.0,216.0,train,6.106923743702137E-4,52.220968445084694,0.7823106727466383
217.0,217.0,train,8.544985351476116E-4,75.01327395371445,0.8815643466414802
218.0,218.0,train,3.5401811540809947E-4,27.279407032117845,0.5868150788866213
219.0,219.0,train,3.2918205883831705E-4,25.443862940822914,0.5603837294999418
220.0,220.0,train,0.0011489377536438865,93.34423161713187,0.9432158328135232
221.0,221.0,train,4.578956557407834E-4,35.96051847617717,0.6812047092661747
222.0,222.0,train,6.462491393378531E-4,56.21722211145982,0.8008026436550427
223.0,223.0,train,6.659963553223153E-4,58.70514905433348,0.8103852945035309
224.0,224.0,train,1.6901577094429281E-4,16.625935877319787,0.3442486242856194
225.0,225.0,train,2.443451857817891E-4,20.675480914155898,0.4566735248839402
226.0,226.0,train,1.2266381817374464E-4,13.585879931079251,0.26379661991721837
227.0,227.0,train,8.24317900756249E-4,72.35549184187552,0.8722953284453681
228.0,228.0,train,7.551683883711564E-4,66.78638854761637,0.8482305469854207
229.0,229.0,train,5.732393134250231E-4,48.27965760114238,0.7609730752414452
230.0,230.0,train,8.367978975343647E-4,73.58565381643608,0.8762130261100691
231.0,231.0,train,9.465427260687267E-4,82.6035247773836,0.9058802892883614
232.0,232.0,train,9.450089029691083E-4,82.48256624374402,0.9055191741599006
233.0,233.0,train,7.469074146211811E-4,66.5377482100323,0.8450678328955482
234.0,234.0,train,9.9961382084632E-4,86.02698985458989,0.9175602737515258
235.0,235.0,train,2.170805719587748E-4,19.353578806717902,0.4184013324798419
236.0,236.0,train,3.6556875181516306E-4,28.129257655717485,0.5985603044751859
237.0,237.0,train,6.882839285459995E-4,60.99679038226047,0.8206480936358709
238.0,238.0,train,4.7912263981459335E-4,38.52648489730461,0.6976598274169092
239.0,239.0,train,1.8266839359053707E-4,17.439702267843455,0.36622381661690306
240.0,240.0,train,4.545417886800101E-4,35.50930556092653,0.6785240890352204
241.0,241.0,train,3.907097297847382E-4,29.79624413787932,0.6229834629774028
242.0,242.0,train,9.016409886377902E-5,11.273696505545738,0.20157031784213553
243.0,243.0,train,3.8757981477532526E-4,29.497110572248495,0.6200257984222456
244.0,244.0,train,8.804918825816997E-4,77.5301208803539,0.8890062980360224
245.0,245.0,train,9.166006198373472E-4,80.50010228654278,0.898574705815053
246.0,246.0,train,3.740415407433829E-4,28.63067240332502,0.6069630142557914
247.0,247.0,train,5.693644912029272E-4,47.563558509004785,0.7586494878503847
248.0,248.0,train,6.688491789104579E-4,59.25386098631896,0.8117310285163498
249.0,249.0,train,0.0011669236359124575,94.63189597254573,0.9457092940449268
250.0,250.0,train,4.959005926193882E-4,40.038914955935105,0.7100628795767845
251.0,251.0,train,2.775051833806554E-4,22.553399370306252,0.49984332052247504
252.0,252.0,train,6.340973782586525E-4,54.54727216351461,0.7946666425563246
253.0,253.0,train,2.5952245610752115E-4,21.509140607080617,0.4768762664671182
254.0,254.0,train,6.954642977691134E-4,61.62861428525325,0.823834666310304
255.0,255.0,train,4.826288347447741E-4,38.76697102565357,0.7002948871215531
256.0,256.0,train,9.115945548817794E-4,79.9631522733896,0.8972990967755098
257.0,257.0,train,1.2242561060333762E-4,13.56635253867435,0.26335865378637324
258.0,258.0,train,0.0010496090474518948,88.4945857861747,0.9272341499096227
259.0,259.0,train,6.424384173814029E-4,55.71191659818003,0.7988984266856612
260.0,260.0,train,5.739395332983013E-4,48.39074583631947,0.7613905783422461
261.0,261.0,train,0.0013104838924810223,98.0232745711965,0.9620627662842843
262.0,262.0,train,5.959084487593253E-4,50.79906062364841,0.7741255623083423
263.0,263.0,train,7.72723644425695E-4,67.96065683072034,0.8547388368066785
264.0,264.0,train,7.621448055776571E-4,67.19581167528574,0.8508511311490586
265.0,265.0,train,4.525844895496465E-4,35.37603117096999,0.6769492897294704
266.0,266.0,train,6.999545764720644E-4,62.120647471737826,0.8257985676642312
267.0,267.0,train,6.998880133066864E-4,62.10770170253433,0.825769615583134
268.0,268.0,train,4.4133808686477096E-4,34.507199642065146,0.6677500116993313
269.0,269.0,train,3.9564930370242327E-4,30.243174219304603,0.6276044282673564
270.0,270.0,train,6.498316587009471E-4,56.66882835858073,0.8025763811428659
271.0,271.0,train,2.6879721333299746E-4,22.077755409960666,0.4888504651921708
272.0,272.0,train,6.594774149903779E-4,58.23993482100711,0.8072739649654146
273.0,273.0,train,4.5229370054630173E-4,35.35623106661923,0.6767146700976978
274.0,274.0,train,3.1570677836945647E-4,24.773196787753243,0.5453420764532552
275.0,275.0,train,0.0010135959249775377,87.05570122886246,0.920388465575863
276.0,276.0,train,5.852422058949258E-4,49.406058497620386,0.7680297441261701
277.0,277.0,train,5.39666875492595E-4,44.75912751542389,0.7400745404845407
278.0,278.0,train,4.1273167268448494E-4,32.026952677736155,0.6431527127284113
279.0,279.0,train,7.686343089476324E-4,67.6878269187072,0.8532481749035008
280.0,280.0,train,9.943593193696483E-4,85.73084513200487,0.9164716498476619
281.0,281.0,train,7.046864144323552E-4,62.83816259917974,0.8278444318449856
282.0,282.0,train,3.7259302189986306E-4,28.53948453943476,0.6055390433387788
283.0,283.0,train,8.775395480963617E-4,77.19268970349194,0.8881851461919974
284.0,284.0,train,7.73912751937928E-4,68.03261897576863,0.8551694468423903
285.0,285.0,train,7.735445877292167E-4,68.0106262437834,0.855036260596051
286.0,286.0,train,8.7866088911955E-5,11.14782141123464,0.19697629625469848
287.0,287.0,train,6.465519672303978E-4,56.277890990901156,0.8009531910659305
288.0,288.0,train,4.870641382744459E-4,39.15662518399474,0.7035953371995309
289.0,289.0,train,5.360690211852452E-4,44.27818009028555,0.7377292188511857
290.0,290.0,train,8.101572750819832E-4,70.88272225742858,0.8676996787885872
291.0,291.0,train,5.838145587254965E-4,49.27224311930096,0.7672014484053631
292.0,292.0,train,7.472972398911069E-4,66.56097802814175,0.8452185485182269
293.0,293.0,train,2.548802172103237E-4,21.255184414746346,0.47077796203603206
294.0,294.0,train,0.0010882021397554274,90.10596933387517,0.933918209026849
295.0,295.0,train,9.052467437861298E-4,79.47330897165055,0.8956584986048816
296.0,296.0,train,2.3726201345652782E-4,20.299848105580715,0.4469797612747807
297.0,297.0,train,7.658299140864888E-4,67.40277026033831,0.8522170721420289
298.0,298.0,train,6.6780767197863E-4,58.945850963204606,0.811240839368461
299.0,299.0,train,4.0520107992047735E-4,31.04256743984762,0.6363800630159253
300.0,300.0,train,7.280570150830977E-4,65.52854794933106,0.837601973229406
301.0,301.0,train,7.054448441483256E-4,63.119361516299904,0.8281701060150775
302.0,302.0,train,2.7709677715472795E-4,22.51610159031009,0.49933307656397197
303.0,303.0,train,1.1502411393651454E-4,13.018511068116375,0.24961973724851516
304.0,304.0,train,5.276667682013272E-4,43.2610990159048,0.7321693205921824
305.0,305.0,train,6.551870927430089E-4,57.77185284785647,0.8051984955028436
306.0,306.0,train,0.0011063281787048716,91.21039668706348,0.9368420443807058
307.0,307.0,train,7.217831760790203E-4,65.02088130494167,0.8350382102327263
308.0,308.0,train,4.12504878680249E-4,32.00527092915073,0.6429505994065008
309.0,309.0,train,6.523421960049898E-4,57.217219499161295,0.8038099501355908
310.0,310.0,train,0.001033780721306934,87.56752502219553,0.9243010284048235
311.0,311.0,train,8.913800763950981E-4,78.50581563112677,0.8919829127600031
312.0,312.0,train,4.639293789819049E-4,36.74686905353277,0.6859710849650503
313.0,313.0,train,0.0013127763117388323,98.04980131226719,0.9622792750567777
314.0,314.0,train,4.5096272373339435E-4,35.26559980940588,0.6756386106232394
315.0,315.0,train,6.491656856637853E-4,56.496440054745634,0.8022478512683574
316.0,316.0,train,4.2116530043313376E-4,32.779246911027265,0.6505878783205357
317.0,317.0,train,8.706227997170079E-4,76.56785344644034,0.886237479045659
318.0,318.0,train,9.957380427696304E-4,85.78545749507127,0.9167586762273287
319.0,319.0,train,9.898085431799594E-4,85.55058687920756,0.9155172136747848
320.0,320.0,train,0.0011941621754941371,95.33048597352308,0.949278600776733
321.0,321.0,train,6.611114822113805E-4,58.401843776730594,0.8080586271491987
322.0,322.0,train,8.017933729632351E-4,70.53368424737467,0.864907969720032
323.0,323.0,train,6.488855388685113E-4,56.47301566921104,0.8021094892880338
324.0,324.0,train,3.8038586850268943E-4,29.000534340304327,0.6131395088051348
325.0,325.0,train,6.377436039478392E-4,54.89933482305948,0.7965273830000359
326.0,326.0,train,8.241744498346065E-4,72.3223364809622,0.8722495832052347
327.0,327.0,train,4.8622466023017457E-4,39.09227392005324,0.7029734557819084
328.0,328.0,train,6.11826916087861E-4,52.30759202621049,0.7829264174460132
329.0,329.0,train,6.71094700756048E-4,59.50352823341967,0.81278356516119
330.0,330.0,train,3.1507352644016866E-4,24.712861536364308,0.5446226893391419
331.0,331.0,train,4.090995920205095E-4,31.533562725139305,0.6399020906233234
332.0,332.0,train,2.500814576742145E-4,21.0433147018196,0.46439930689787456
333.0,333.0,train,4.038479860140424E-4,30.90008768897644,0.6351496032678787
334.0,334.0,train,9.697195857158158E-4,84.08254768714134,0.9111719092468092
335.0,335.0,train,4.8066066014625845E-4,38.63200381801434,0.6988185577806298
336.0,336.0,train,7.926331152071647E-4,69.72569004530432,0.8617828183972214
337.0,337.0,train,6.132534883822589E-4,52.55283539826952,0.783698183365661
338.0,338.0,train,5.737310626951318E-4,48.35767246568806,0.7612663549319074
339.0,339.0,train,3.7778689864212503E-4,28.855765879205396,0.6106211163837252
340.0,340.0,train,6.984022302779168E-4,61.935210187482284,0.8251221106929968
341.0,341.0,train,5.591396100389957E-4,46.52033582421423,0.7524089844222022
342.0,342.0,train,7.48299275470099E-4,66.58967073171463,0.845605286598595
343.0,343.0,train,0.001175624827157831,94.94247559936,0.946875978687105
344.0,344.0,train,6.408773307403644E-4,55.55752254760731,0.798113105902277
345.0,345.0,train,6.688703208789395E-4,59.26039131761682,0.8117409658694263
346.0,346.0,train,6.182498269961051E-4,53.18765254784749,0.7863795990015803
347.0,347.0,train,4.2765531530187243E-4,33.23686685858466,0.6562038889060162
348.0,348.0,train,5.006179965818924E-4,40.537550658764935,0.713457646107964
349.0,349.0,train,5.565381565911738E-4,46.27340005384595,0.7507956660868245
350.0,350.0,train,4.6681784828205323E-4,37.00346920254872,0.6882275592540024
351.0,351.0,train,9.330273170695999E-4,81.5298989541167,0.9026501916514967
352.0,352.0,train,8.593494943976948E-4,75.52895837505815,0.8829900883282517
353.0,353.0,train,9.497095762269767E-4,82.88264474191831,0.9066215148052648
354.0,354.0,train,8.423294235815697E-4,74.3153104067469,0.8779108103708666
355.0,355.0,train,8.398915337725914E-4,73.96465918821453,0.8771654408239753
356.0,356.0,train,0.001059115058377102,89.1181372321132,0.9289407844119505
357.0,357.0,train,3.809481884507575E-4,29.082674227392307,0.6136822478418125
358.0,358.0,train,8.523430120662565E-4,74.8969533466251,0.8809252562751598
359.0,359.0,train,6.147174835374155E-4,52.79851318385846,0.7844873421001541
360.0,360.0,train,5.715911969382352E-4,47.93405108523737,0.7599875073248521
361.0,361.0,train,9.815394372894388E-4,85.25416126367193,0.9137549311752163
362.0,362.0,train,0.0010360918069701119,87.77480245582824,0.924736552013747
363.0,363.0,train,6.974187040847226E-4,61.84347414181536,0.8246921664243839
364.0,364.0,train,0.001194160062334111,95.33037307722134,0.9492783331787907
365.0,365.0,train,6.324547977652708E-4,54.268986258972966,0.7938228513488161
366.0,366.0,train,0.0011648340593419133,94.27217008692767,0.9454253223011672
