Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.21452E-3,96.05347516,0.951791838,0.002886003,0.95443038,0
1.21467E-3,96.296397327,0.951810052,0.002693603,0.956962025,0
1.21736E-3,96.53968148,0.95213303,0.002501203,0.962025316,0
1.22254E-3,96.783792012,0.952748156,0.002308802,0.967088608,0
1.22463E-3,97.028643591,0.952993529,0.002116402,0.967088608,0
1.24093E-3,97.276349324,0.954868361,0.001924002,0.972151899,0
1.27091E-3,97.529724583,0.958123577,0.001731602,0.974683544,0
1.29011E-3,97.787517971,0.960082659,0.001539202,0.97721519,0
1.31278E-3,98.049843991,0.962279275,0.001346801,0.979746835,0
1.32828E-3,98.314985439,0.963711371,0.001154401,0.982278481,0
1.36475E-3,98.584754469,0.966869445,0.000962001,0.984810127,0
1.43997E-3,98.865710437,0.972542334,0.000769601,0.984810127,0
1.48966E-3,99.014676745,0.975745917,0.000673401,0.987341772,0
1.54553E-3,99.318347658,0.978903289,0.000481,0.992405063,0
1.58521E-3,99.633397093,0.98089311,0.0002886,0.994936709,0
1.80099E-3,99.813496042,0.98885143,0.0001924,0.994936709,0
1.86504E-3,100,0.990498967,0.0000962,0.997468354,0
1.86504E-3,100,0.990498967,0.0000962,1,0
